location_name,Location_Category_Description,LATITUDE,LONGITUDE
P.S. 183 Dr. Richard R. Green,K-8,40.58922,-73.805866
P.S. 184 Flushing Manor,Elementary,40.778334,-73.799158
J.H.S. 185 Edward Bleeker,Junior High-Intermediate-Middle,40.774906,-73.818607
P.S. 186 Castlewood,Elementary,40.749556,-73.721594
P.S. 188 Kingsbury,Elementary,40.736063,-73.753985
J.H.S. 189 Daniel Carter Beard,Junior High-Intermediate-Middle,40.759963,-73.818399
J.H.S. 190 Russell Sage,Junior High-Intermediate-Middle,40.723478,-73.8517
P.S. 191 Mayflower,Elementary,40.734266,-73.708617
I.S. 192 The Linden,Junior High-Intermediate-Middle,40.705989,-73.752885
P.S. 193 Alfred J. Kennedy,Elementary,40.792053,-73.808987
J.H.S. 194 William Carr,Junior High-Intermediate-Middle,40.783231,-73.80699
P.S. 195 William Haberle,Elementary,40.652641,-73.735618
P.S. 196 Grand Central Parkway,Elementary,40.722792,-73.837379
P.S. 197 The Ocean School,Elementary,40.599664,-73.744128
JHS 198 Benjamin N Cardozo,K-8,40.594,-73.7862
P.S. 199 Maurice A. Fitzgerald,Elementary,40.739831,-73.926081
P.S./M.S. 200 - The Magnet School of Global Studie,K-8,40.73107,-73.805759
Global Scholars Academies Of Long Island City,High school,40.765881,-73.933907
P.S. 201 The Discovery School for Inquiry and Rese,Elementary,40.736541,-73.813011
J.H.S. 202 Robert H. Goddard,Junior High-Intermediate-Middle,40.670905,-73.845992
P.S. 203 Oakland Gardens,Elementary,40.753606,-73.759822
I.S. 204 Oliver W. Holmes,Junior High-Intermediate-Middle,40.756471,-73.932628
P.S. 205 Alexander Graham Bell,Elementary,40.738008,-73.756374
P.S. 206 The Horace Harding School,Elementary,40.73404,-73.861004
P.S. 206 The Horace Harding School,Elementary,40.73404,-73.861004
P.S. 207 Rockwood Park,K-8,40.657736,-73.843881
P.S./I.S. 208,K-8,40.744276,-73.727632
P.S. 209 Clearview Gardens,Elementary,40.783777,-73.795845
J.H.S. 210 Elizabeth Blackwell,Junior High-Intermediate-Middle,40.68476,-73.847633
Elm Tree Elementary School,Elementary,40.741139,-73.863408
P.S. 212,Elementary,40.753035,-73.884458
P.S. 213 The Carl Ullman School,Elementary,40.747457,-73.74539
P.S. 214 Cadwallader Colden,Elementary,40.770215,-73.827606
P.S. 215 Lucretia Mott,Elementary,40.599467,-73.758587
J.H.S. 216 George J. Ryan,Junior High-Intermediate-Middle,40.737188,-73.794501
J.H.S. 217 Robert A. Van Wyck,Junior High-Intermediate-Middle,40.710384,-73.811461
P.S. 219 Paul Klapper,K-8,40.737448,-73.823841
P.S. 220 Edward Mandel,Elementary,40.736314,-73.852621
P.S. 221 The North Hills School,Elementary,40.758808,-73.731518
P.S. Q222 - Fire Fighter Christopher A. Santora Sc,Early Childhood,40.750442,-73.879991
P.S. 223 Lyndon B. Johnson,Elementary,40.673898,-73.78953
P.S. Q224,K-8,40.749556,-73.721594
P.S. 225 Seaside,K-8,40.580907,-73.83109
J.H.S. 226 Virgil I. Grissom,Junior High-Intermediate-Middle,40.675021,-73.81673
I.S. 227 Louis Armstrong,Junior High-Intermediate-Middle,40.757567,-73.874614
The Ivan Lafayette Early Childhood School of the A,Early Childhood,40.756931,-73.874947
The Ivan Lafayette Early Childhood School of the A,Early Childhood,40.756931,-73.874947
P.S. 229 Emanuel Kaplan,Elementary,40.734682,-73.897108
I.S. 230,Junior High-Intermediate-Middle,40.752618,-73.892883
I.S. 231 Magnetech 2000,Junior High-Intermediate-Middle,40.664809,-73.759396
P.S. 232 Lindenwood,K-8,40.665408,-73.850622
P.S. Q233,K-12 all grades,40.708431,-73.855543
P.S. 234,Elementary,40.766898,-73.923044
P.S. 234,Elementary,40.766898,-73.923044
Academy for New Americans,Junior High-Intermediate-Middle,40.766898,-73.923044
Academy for New Americans,Junior High-Intermediate-Middle,40.766898,-73.923044
International High School for Health Sciences,High school,40.740824,-73.874129
I.S. 237,Junior High-Intermediate-Middle,40.74943,-73.821402
I.S. 238 - Susan B. Anthony Academy,Junior High-Intermediate-Middle,40.712743,-73.779653
P.S. 239,Elementary,40.699431,-73.903838
Veritas Academy,High school,40.764892,-73.826811
Queens High School for Language Studies,High school,40.764892,-73.826811
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,Early Childhood,40.769752,-73.832005
Institute for Health Professions at Cambria Height,High school,40.698786,-73.74633
The Active Learning Elementary School,Early Childhood,40.754483,-73.826192
Queens Preparatory Academy,High school,40.66903,-73.757744
I.S. 250 The Robert F. Kennedy Community Middle Sc,Junior High-Intermediate-Middle,40.724195,-73.80938
P.S. 251 Queens,Elementary,40.664809,-73.759396
"Queens School of Inquiry, The",Secondary School,40.724195,-73.80938
P.S. 253,Elementary,40.607247,-73.748799
P.S. 254 - The Rosa Parks School,Elementary,40.6972,-73.847886
P.S. Q255,K-12 all grades,40.724195,-73.80938
Energy Tech High School,High school,40.756471,-73.932628
Pathways College Preparatory School: A College Boa,Secondary School,40.705989,-73.752885
Frederick Douglass Academy VI High School,High school,40.601537,-73.763995
Voyages Prep - South Queens,High school,40.673949,-73.782684
Channel View School for Research,Secondary School,40.586012,-73.825317
Flushing International High School,High school,40.759963,-73.818399
Academy of Finance and Enterprise,High school,40.744175,-73.937004
Excelsior Preparatory High School,High school,40.66903,-73.757744
P.S./I.S. 266,K-8,40.746128,-73.728415
High School of Applied Communication,High school,40.744175,-73.937004
P.S./I.S. 268,K-8,40.707648,-73.78521
The Gordon Parks School,K-8,40.67507,-73.736232
George Washington Carver High School for the Scien,High school,40.66903,-73.757744
P.S. 273,Elementary,40.693613,-73.844335
Langston Hughes High School For Communication Arts,High school,40.6682,-73.7569
The Riverview School,K-12 all grades,40.73668,-73.921346
P.S. 280,Elementary,40.753345,-73.874109
East-West School of International Studies,Secondary School,40.74943,-73.821402
Knowledge and Power Preparatory Academy VI,Junior High-Intermediate-Middle,40.601537,-73.763995
Preparatory Academy for Writers: A College Board S,Secondary School,40.66903,-73.757744
York Early College Academy,Secondary School,40.69691,-73.786403
World Journalism Preparatory: A College Board Scho,Secondary School,40.764884,-73.789365
"Young Women's Leadership School, Astoria",Secondary School,40.770769,-73.92383
The Emerson School,Junior High-Intermediate-Middle,40.69691,-73.786403
Queens United Middle School,Junior High-Intermediate-Middle,40.672259,-73.743327
A.C.E. Academy for Scholars at the Geraldine Ferra,Elementary,40.71303,-73.908307
Hunters Point Community Middle School,Junior High-Intermediate-Middle,40.742964,-73.959183
Civic Leadership Academy,High school,40.743228,-73.871505
BELL Academy,Junior High-Intermediate-Middle,40.782331,-73.77843
P.S./I.S. 295,K-8,40.720617,-73.731398
Pan American International High School,High school,40.743228,-73.871505
Hawtree Creek Middle School,Junior High-Intermediate-Middle,40.675021,-73.81673
Middle Village Prep Charter School,Junior High-Intermediate-Middle,40.710973,-73.888325
Bard High School Early College Queens,High school,40.744175,-73.937004
The 30th Avenue School (G&T Citywide),K-8,40.768034,-73.922544
Academy for Careers in Television and Film,High school,40.742964,-73.959183
"Queens High School for Information, Research, and",High school,40.601537,-73.763995
The Academy for Excellence through the Arts,Early Childhood,40.725787,-73.844032
VOICE Charter School of New York,K-8,40.760376,-73.939984
VOICE Charter School of New York,K-8,40.760376,-73.939984
Learners and Leaders,Elementary,40.706837,-73.91499
New York City Academy for Discovery,Elementary,40.691482,-73.848577
Pioneer Academy,Elementary,40.749175,-73.865787
Robert H. Goddard High School of Communication Art,High school,40.670905,-73.845992
Academy of Medical Technology: A College Board Sch,Secondary School,40.601537,-73.763995
College And Career Academies High School At Newtow,High school,40.740824,-73.874129
Queens Collegiate: A College Board School,Secondary School,40.714551,-73.798658
Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,40.74592,-73.865239
Corona Arts & Sciences Academy,Junior High-Intermediate-Middle,40.74592,-73.865239
Jamaica Children's School,Elementary,40.693559,-73.790975
Benjamin Franklin High School for Finance & Inform,High school,40.698786,-73.74633
Epic High School - South,High school,40.675021,-73.81673
Business Technology Early College High School,High school,40.733888,-73.739726
Queens Explorers Elementary School,Elementary,40.683112,-73.850123
Waterside Children's Studio School,Elementary,40.580907,-73.83109
Waterside School For Leadership,Junior High-Intermediate-Middle,40.580907,-73.83109
Village Academy,Junior High-Intermediate-Middle,40.604019,-73.749891
New Visions Charter High School for Advanced Math,High school,40.673949,-73.782684
Growing Up Green Charter School,K-8,40.752598,-73.935743
Scholars' Academy,Secondary School,40.584543,-73.825162
New Dawn Charter High School II,High school,40.706041,-73.799059
Rockaway Park High School for Environmental Sustai,High school,40.586012,-73.825317
Hillside Arts & Letters Academy,High school,40.714551,-73.798658
Cambria Heights Academy,High school,40.711857,-73.771196
Eagle Academy for Young Men III,Secondary School,40.69172,-73.778924
High School for Community Leadership,High school,40.714551,-73.798658
East Elmhurst Community School,Elementary,40.761573,-73.872244
Helen M. Marshall School,Elementary,40.757888,-73.859202
Redwood Middle School,Junior High-Intermediate-Middle,40.675014,-73.775643
Goldie Maple Academy,K-8,40.594008,-73.786649
Epic High School - North,High school,40.693013,-73.829409
Success Academy Charter School - Rosedale - New Yo,Elementary,40.655811,-73.738793
Queens Satellite High School for Opportunity,High school,40.708204,-73.799532
Success Academy Charter School - Springfield Garde,Elementary,40.681881,-73.752772
Challenge Preparatory Charter School,K-8,40.600137,-73.764065
Riverton Street Charter School,K-8,40.689012,-73.763282
The Children's Lab School,Elementary,40.74258,-73.922604
New HS at Q400 (August Martin),High school,40.673949,-73.782684
The Queens School for Leadership and Excellence,Elementary,40.708698,-73.797981
Jamaica Gateway to the Sciences,High school,40.714551,-73.798658
Rockaway Collegiate High School,High school,40.586012,-73.825317
District 27 MS#1,Junior High-Intermediate-Middle,40.594358,-73.794804
The Jermaine L. Green STEM Institute of Queens,Elementary,40.679843,-73.774668
Collaborative Arts Middle School,Junior High-Intermediate-Middle,40.664809,-73.759396
Community Voices Middle School,Junior High-Intermediate-Middle,40.664809,-73.759396
M.S. 358,Junior High-Intermediate-Middle,40.708698,-73.797981
Academy of the City Charter School,Elementary,40.756181,-73.902197
P.S. 360,Elementary,40.702329,-73.756259
The Woodside Community School,Elementary,40.747701,-73.90643
Wave Preparatory Elementary School,Elementary,40.599467,-73.758587
RUPERT B. THOMAS ACADEMY AT THE FLUSHING CAMPUS,High school,40.764892,-73.826811
School Of Opportunities At The August Martin Campu,High school,40.673949,-73.782684
21ST CENTURY SCHOOL OF RICHMOND HILL,High school,40.695171,-73.833815
Future Leaders High School At The John Adams Campu,High school,40.680065,-73.838616
Future Leaders High School At The John Adams Campu,High school,40.680065,-73.838616
Growing Up Green Charter School II,Elementary,40.713084,-73.807561
New Visions Charter High School for the Humanities,High school,40.586012,-73.825317
Success Academy Charter School - South Jamaica,Elementary,40.675626,-73.799756
Success Academy Charter School - Far Rockaway,Elementary,40.604019,-73.749891
P.S. 376,Elementary,40.754954,-73.770314
P.S. 377,Elementary,40.668083,-73.83685
P.S. 377,Elementary,40.668083,-73.83685
College Point Collaborative,Junior High-Intermediate-Middle,40.785129,-73.843504
Forte Preparatory Academy Charter School,Junior High-Intermediate-Middle,40.759419,-73.861594
P.S. 384,Elementary,40.748159,-73.940316
Elm Community Charter School,Elementary,40.766487,-73.816232
Our World Neighborhood Charter School 2,Elementary,40.671281,-73.856042
Valence College Preparatory Charter School,Elementary,40.759705,-73.891847
P.S. 398,Elementary,40.752773,-73.896705
August Martin High School,High school,40.673949,-73.782684
Beach Channel High School,High school,40.586012,-73.825317
Benjamin N. Cardozo High School,High school,40.752343,-73.757271
Springfield Gardens Hs,High school,40.6682,-73.7569
John Bowne High School,High school,40.737448,-73.823841
Francis Lewis High School,High school,40.740875,-73.795049
Martin Van Buren High School,High school,40.733888,-73.739726
Forest Hills High School,High school,40.730017,-73.843972
William Cullen Bryant High School,High school,40.757072,-73.911165
Long Island City High School,High school,40.765881,-73.933907
Newtown High School,High school,40.740824,-73.874129
Flushing High School,High school,40.764892,-73.826811
Far Rockaway High School,High school,40.601537,-73.763995
Jamaica High School,High school,40.714551,-73.798658
P.S. 002 Morrisania,Elementary,40.83093,-73.901859
Richmond Hill High School,High school,40.695171,-73.833815
John Adams High School,High school,40.680065,-73.838616
John Adams High School,High school,40.680065,-73.838616
Grover Cleveland High School,High school,40.711881,-73.909202
"Mathematics, Science Research and Technology Magne",High school,40.698786,-73.74633
"Law, Government and Community Service High School",High school,40.698786,-73.74633
Bayside High School,High school,40.771398,-73.781041
"Business, Computer Applications & Entrepreneurship",High school,40.698786,-73.74633
Humanities & Arts Magnet High School,High school,40.698786,-73.74633
"The Queens College School for Math, Science and Te",K-8,40.738599,-73.820821
Frank Sinatra School of the Arts High School,High school,40.756099,-73.925182
Information Technology High School,High school,40.748502,-73.946488
Hillcrest High School,High school,40.709461,-73.803001
Middle College High School at LaGuardia Community,High school,40.743253,-73.933316
Townsend Harris High School,High school,40.737038,-73.821532
International High School at LaGuardia Community C,High school,40.743253,-73.933316
Queens Academy High School,High school,40.765624,-73.828279
High School for Arts and Business,High school,40.737673,-73.853412
Newcomers High School,High school,40.751838,-73.936592
"Robert F. Wagner, Jr. Secondary School for Arts an",Secondary School,40.742217,-73.936442
"Queens High School of Teaching, Liberal Arts and t",High school,40.744197,-73.728834
Academy of American Studies,High school,40.751144,-73.937564
Baccalaureate School for Global Education,Secondary School,40.754975,-73.926977
Maspeth High School,High school,40.729104,-73.887909
Queens Technical High School,High school,40.741658,-73.927995
Aviation Career & Technical Education High School,High school,40.743309000000004,-73.929577
Thomas A. Edison Career and Technical Education Hi,High school,40.716071,-73.799692
"High School for Construction Trades, Engineering a",High school,40.689177,-73.841475
Robert F. Kennedy Community High School,High school,40.72528,-73.811408
Queens Gateway to Health Sciences Secondary School,Secondary School,40.718027,-73.805923
Queens Metropolitan High School,High school,40.708431,-73.855543
Queens High School for the Sciences at York Colleg,High school,40.700884,-73.798364
High School for Law Enforcement and Public Safety,High school,40.685838,-73.783438
Merrick Academy - Queens Public Charter School,Elementary,40.676318,-73.753009
Renaissance Charter School,K-12 all grades,40.749934,-73.884817
Our World Neighborhood Charter School,K-8,40.755714,-73.924175
John F. Kennedy Jr. School,High school,40.735613,-73.867882
VOYAGES Preparatory,High school,40.743228,-73.871505
Queens Transition Center,High school,40.683473,-73.800875
North Queens Community High School,High school,40.720586,-73.819664
P.S. Q811,K-12 all grades,40.756481,-73.728412
The 51 Avenue Academy (The Path To Academic Excell,Elementary,40.737222,-73.887011
"Young Women's Leadership School, Queens",Secondary School,40.708409,-73.804166
P.S. Q993,K-12 all grades,40.734266,-73.708617
P.S. 001 Tottenville,Elementary,40.508638,-74.24395
I.S. R002 George L. Egbert,Junior High-Intermediate-Middle,40.576728,-74.099685
P.S. 003 The Margaret Gioiosa School,Elementary,40.520812,-74.21185
P.S. 004 Maurice Wollin,Elementary,40.552059,-74.195281
P.S. 005 Huguenot,Elementary,40.529389,-74.187276
P.S. 6 Corporal Allan F. Kivlehan School,Elementary,40.510207,-74.230118
I.S. 007 Elias Bernstein,Junior High-Intermediate-Middle,40.522971,-74.186096
P.S. 8 Shirlee Solomon,Elementary,40.547567,-74.152212
Naples Street Elementary School,Elementary,40.60265,-74.090245
Fort Hill Collaborative Elementary School,Elementary,40.639638,-74.079594
P.S. 11 Thomas Dongan School,Elementary,40.590887,-74.098252
New Ventures Charter School,High school,40.607104,-74.178183
P.S. 013 M. L. Lindemeyer,Elementary,40.613322,-74.068963
P.S. 014 Cornelius Vanderbilt,Elementary,40.622415,-74.079228
P.S. 016 John J. Driscoll,Elementary,40.639638,-74.079594
P.S. 018 John G. Whittier,Elementary,40.636521,-74.116817
P.S. 019 The Curtis School,Elementary,40.630563,-74.126851
P.S. 020 Port Richmond,Elementary,40.636729,-74.132382
P.S. 21 Margaret Emery-Elm Park,Elementary,40.631165,-74.144599
P.S. 022 Graniteville,Elementary,40.624847,-74.150544
P.S. 023 Richmondtown,Elementary,40.570765,-74.133216
I.S. 024 Myra S. Barnes,Junior High-Intermediate-Middle,40.54549,-74.145558
South Richmond High School I.S./P.S. 25,K-12 all grades,40.512019,-74.218688
P.S. 026 The Carteret School,Elementary,40.591546,-74.190093
I.S. 027 Anning S. Prall,Junior High-Intermediate-Middle,40.628291,-74.117818
The Eagle Academy for Young Men of Staten Island,Secondary School,40.620443,-74.080695
P.S. 029 Bardwell,Elementary,40.614039,-74.116197
P.S. 030 Westerleigh,Elementary,40.618097,-74.13308
P.S. 031 William T. Davis,Elementary,40.64209,-74.08542
P.S. 032 The Gifford School,Elementary,40.5579,-74.1554
I.S. 034 Tottenville,Junior High-Intermediate-Middle,40.5083,-74.2434
P.S. 35 The Clove Valley School,Elementary,40.613548,-74.098994
P.S. 036 J. C. Drumgoole,Elementary,40.543433,-74.182548
The David Marquis School of the Arts,K-12 all grades,40.5641,-74.151368
P.S. 038 George Cromwell,Elementary,40.574799,-74.099409
P.S. 39 Francis J. Murphy Jr.,Elementary,40.597824,-74.07061
The Stephanie A. Vierno School,Elementary,40.573599,-74.108492
P.S. 042 Eltingville,Elementary,40.552213,-74.169038
P.S. 044 Thomas C. Brown,Elementary,40.631689,-74.157303
P.S. 045 John Tyler,Elementary,40.628419,-74.107537
P.S. 046 Albert V. Maniscalco,Elementary,40.594455,-74.080829
CSI High School for International Studies,High school,40.581958,-74.159343
P.S. 048 William G. Wilcox,K-8,40.603492,-74.091239
I.S. 49 Berta A. Dreyfus,Junior High-Intermediate-Middle,40.620443,-74.080695
P.S. 050 Frank Hankinson,Elementary,40.560954,-74.124332
I.S. 051 Edwin Markham,Junior High-Intermediate-Middle,40.623077,-74.145522
P.S. 052 John C. Thompson,Elementary,40.58255,-74.089012
The Barbara Esselborn School,Elementary,40.551926,-74.13664
P.S. 054 Charles W. Leng,Elementary,40.602779,-74.137259
P.S. 055 Henry M. Boehm,Elementary,40.536625,-74.163037
P.S. 56 The Louis Desario School,Elementary,40.541856,-74.213943
P.S. 057 Hubert H. Humphrey,Elementary,40.611136,-74.083799
Space Shuttle Columbia School,Elementary,40.582791,-74.160867
The Harbor View School,Elementary,40.647898,-74.083408
P.S. 060 Alice Austen,Elementary,40.610604,-74.162634
I.S. 061 William A Morris,Junior High-Intermediate-Middle,40.634497,-74.097941
The Kathleen Grimm School for Leadership and Susta,Elementary,40.541563,-74.217934
Marsh Avenue School for Expeditionary Learning,Junior High-Intermediate-Middle,40.581958,-74.159343
Gaynor McCown Expeditionary Learning School,High school,40.581958,-74.159343
P.S. 65 The Academy of Innovative Learning,Elementary,40.633666,-74.078337
John W. Lavelle Preparatory Charter School,K-12 all grades,40.607104,-74.178183
Port Richmond School for Visionary Learning,Elementary,40.624781,-74.142526
P.S. 069 Daniel D. Tompkins,Elementary,40.59148,-74.157327
Lois and Richard Nicotra Early College Charter Sch,Secondary School,40.552293,-74.166566
Staten Island Community Charter School,Elementary,40.630261,-74.081031
I.S. 072 Rocco Laurie,Junior High-Intermediate-Middle,40.592132,-74.158618
New World Preparatory Charter School,Junior High-Intermediate-Middle,40.639677,-74.137166
P.S. 74 Future Leaders Elementary School,Elementary,40.638993,-74.079438
I.S. 075 Frank D. Paulo,Junior High-Intermediate-Middle,40.544535,-74.197033
Bridge Preparatory Charter School,Elementary,40.607637,-74.105883
Hellenic Classical Charter School - Staten Island,Elementary,40.608079,-74.161318
P.S. 78,Elementary,40.622415,-74.079228
The Michael J. Petrides School,K-12 all grades,40.607637,-74.105883
P.S. R373,K-8,40.64118,-74.095454
New Dorp High School,High school,40.570909,-74.105878
Port Richmond High School,High school,40.635562,-74.141924
Curtis High School,High school,40.645436,-74.082149
Tottenville High School,High school,40.528152,-74.193431
Susan E. Wagner High School,High school,40.588985,-74.130819
Concord High School,High school,40.61062,-74.087072
Ralph R. McKee Career and Technical Education High,High school,40.64282,-74.079263
Staten Island Technical High School,High school,40.568299,-74.117086
The Richard H. Hungerford School,Secondary School,40.620835,-74.077054
Staten Island School of Civic Leadership,K-8,40.62031,-74.164427
P.S. 001 Courtlandt School,Elementary,40.819331,-73.919634
P.S. 3 Raul Julia Micro Society,K-8,40.850131,-73.89163
P.S./M.S. 004 Crotona Park West,K-8,40.841758,-73.897943
P.S. 5 Port Morris,K-8,40.813896,-73.908358
P.S. 006 West Farms,Elementary,40.840445,-73.882531
Milton Fein School,Elementary,40.881562,-73.905697
P.S. 008 Isaac Varian,Elementary,40.872259,-73.883339
P.S. 9 Ryer Avenue Elementary School,Elementary,40.85644,-73.898821
P.S. X010,K-12 all grades,40.82708,-73.829211
P.S. 011 Highbridge,Elementary,40.839693,-73.92589
P.S. X012 Lewis and Clark School,Secondary School,40.840625,-73.844685
P.S. X014 Senator John Calandra,Elementary,40.835318,-73.826277
P.S. X015 Institute for Environmental Learning,K-8,40.859243,-73.909763
P.S. 016 Wakefield,Elementary,40.902311,-73.854231
P.S. X017,K-8,40.818703,-73.905389
P.S. 018 John Peter Zenger,Elementary,40.816369,-73.922697
P.S. 019 Judith K. Weiss,K-8,40.899351,-73.866949
"PS/MS 20 P.O.George J. Werdann, III",K-8,40.869482,-73.878731
P.S. 021 Philip H. Sheridan,Elementary,40.887888,-73.85942
J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,40.832022,-73.91435
P.S. 023 The New Children's School,Elementary,40.853294,-73.894951
P.S. 024 Spuyten Duyvil,Elementary,40.886922,-73.915114
P.S. 025 Bilingual School,Elementary,40.812895,-73.905751
P.S. 028 Mount Hope,Elementary,40.848344,-73.903821
P.S./M.S. 029 Melrose School,K-8,40.821544,-73.916419
P.S. 030 Wilton,Elementary,40.809023,-73.917417
P.S./M.S. 031 The William Lloyd Garrison,K-8,40.822574,-73.92114
P.S. 032 Belmont,Elementary,40.851724,-73.88622
P.S. 033 Timothy Dwight,Elementary,40.861698,-73.901268
P.S. 035 Franz Siegel,Elementary,40.828009,-73.917705
P.S. 036 Unionport,Elementary,40.82948,-73.849791
P.S. X037 - Multiple Intelligence School,K-8,40.877935,-73.913694
PS 39,Early Childhood,40.8175,-73.8982
P.S. 041 Gun Hill Road,Elementary,40.874754,-73.867834
P.S. 042 Claremont,Elementary,40.838636,-73.903243
P.S. 043 Jonas Bronck,Elementary,40.806452,-73.921593
P.S. 044 David C. Farragut,Elementary,40.842564,-73.891086
Thomas C. Giordano Middle School 45,Junior High-Intermediate-Middle,40.858389,-73.887026
P.S. 046 Edgar Allan Poe,Elementary,40.867169,-73.890402
P.S. 047 John Randolph,Elementary,40.832529,-73.866974
P.S. 048 Joseph R. Drake,Elementary,40.814034,-73.886834
P.S. 049 Willis Avenue,Elementary,40.810413,-73.92273
P.S. 050 Clara Barton,Elementary,40.834188,-73.886995
The Bronx STEM and Arts Academy,Elementary,40.850674,-73.886997
P.S. 053 Basheer Quisim,Elementary,40.832648,-73.911906
P.S./I.S. 54,Elementary,40.864872,-73.88794
P.S. 055 Benjamin Franklin,Elementary,40.835934,-73.90497
P.S. 056 Norwood Heights,Elementary,40.875481,-73.874912
P.S. 057 Crescent,Elementary,40.848748,-73.888987
P.S. 058,Elementary,40.846383,-73.898826
P.S. 059 The Community School of Technology,Elementary,40.853141,-73.893639
P.S. 061 Francisco Oller,Elementary,40.836156,-73.892784
P.S. 062 Inocensio Casanova,Elementary,40.813736,-73.900161
P.S. 063 Author's Academy,Elementary,40.83093,-73.901859
P.S. 064 Pura Belpre,Elementary,40.8404,-73.915879
P.S. 065 Mother Hale Academy,Elementary,40.807916,-73.912557
P.S. 066 School of Higher Expectations,Elementary,40.831493,-73.88654
P.S. 067 Mohegan School,Elementary,40.843781,-73.884192
P.S. 068 Bronx,Elementary,40.891603,-73.83888
P.S. 069 Journey Prep School,Elementary,40.8167,-73.86046
P.S. 070 Max Schoenfeld,Elementary,40.844236,-73.90807
P.S. 071 Rose E. Scala,K-8,40.845379,-73.829562
P.S. 072 Dr. William Dorney,Elementary,40.823237,-73.818172
P.S. 073 Bronx,Elementary,40.832609,-73.926415
P.S. 75 School of Research and Discovery,Elementary,40.822314,-73.888948
P.S. 076 The Bennington School,Elementary,40.869059,-73.860928
Bedford Park Elementary School,Elementary,40.872559,-73.875375
P.S. 078 Anne Hutchinson,Elementary,40.878474,-73.850563
P.S. 079 Creston,Elementary,40.855337,-73.903139
J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,40.876819,-73.881245
J.H.S. 080 The Mosholu Parkway,Junior High-Intermediate-Middle,40.876819,-73.881245
P.S. 081 Robert J. Christen,Elementary,40.903275,-73.904657
P.S. 083 Donald Hertz,K-8,40.849176,-73.858769
P.S. 085 Great Expectations,Elementary,40.858689,-73.894682
P.S. 086 Kingsbridge Heights,Elementary,40.869061,-73.897066
P.S. 087 Bronx,Elementary,40.895741,-73.846198
P.S. X088 - S. Silverstein Little Sparrow School,Early Childhood,40.837019,-73.913523
P.S. 089 Bronx,K-8,40.862481,-73.859254
P.S. 090 George Meany,Elementary,40.831873,-73.917526
P.S. 091 Bronx,Elementary,40.858286,-73.907494
P.S. 091 Bronx,Elementary,40.858286,-73.907494
P.S. 092 Bronx,Elementary,40.846205,-73.889602
P.S. 093 Albert G. Oliver,Elementary,40.822522,-73.877274
P.S. 094 Kings College School,Elementary,40.880661,-73.875268
P.S. 095 Sheila Mencher,K-8,40.883049,-73.891664
P.S. 096 Richard Rodgers,Elementary,40.86073,-73.868986
P.S. 096 Richard Rodgers,Elementary,40.86073,-73.868986
P.S. 097 Bronx,Elementary,40.863524,-73.846768
J.H.S. 098 Herman Ridder,Junior High-Intermediate-Middle,40.836245,-73.890591
P.S. 100 Isaac Clason,Elementary,40.822552,-73.86276
M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,40.82708,-73.829211
P.S. 102 Joseph O. Loretan,Elementary,40.838151,-73.866038
P.S. 103 Hector Fontanez,Elementary,40.892198,-73.86194
P.S. 105 Sen Abraham Bernstein,Elementary,40.853075,-73.866264
P.S. 106 Parkchester,Elementary,40.836974,-73.854823
P.S. 107,Elementary,40.819221,-73.868735
P.S. 108 Philip J. Abinanti,Elementary,40.8547,-73.8532
P.S. 109 Sedgwick,Elementary,40.851661,-73.918991
P.S. 110 Theodore Schoenfeld,Elementary,40.83447,-73.900654
P.S. 111 Seton Falls,Elementary,40.884371,-73.839288
P.S. 112 Bronxwood,Elementary,40.88494,-73.843977
JHS 113 Richard R. Green,Junior High-Intermediate-Middle,40.8809,-73.8609
P.S. X114 - Luis Llorens Torres Schools,Elementary,40.834979,-73.923297
I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,40.848552,-73.909022
J.H.S. 118 William W. Niles,Junior High-Intermediate-Middle,40.848702,-73.892482
The Dr. Emmett W. Bassett School,Elementary,40.828474,-73.857392
P.S. 121 Throop,Elementary,40.866474,-73.85051
P.S. 121 Throop,Elementary,40.866474,-73.85051
J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,40.824989,-73.874162
Children's Aid College Prep Charter School,K-8,40.843705,-73.890145
J.H.S. 125 Henry Hudson,Junior High-Intermediate-Middle,40.829153,-73.857882
P.S. 126 Dr Marjorie H Dunbar,Elementary,40.835866,-73.9282
J.H.S. 127 The Castle Hill,Junior High-Intermediate-Middle,40.838759,-73.853203
Mott Hall III,Junior High-Intermediate-Middle,40.83447,-73.900654
M.S. 129 Academy for Independent Learning and Lead,Junior High-Intermediate-Middle,40.846128,-73.886721
P.S. 130 Abram Stevens Hewitt,Elementary,40.817742,-73.901709
J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,40.822925,-73.859998
P.S. 132 Garret A. Morgan,Elementary,40.832175,-73.907133
Icahn Charter School 6,K-8,40.841758,-73.897943
P.S. 134 George F. Bristow,Elementary,40.831613,-73.894241
P.S. 138 Samuel Randall,Elementary,40.822288,-73.853157
